id,timestamp,release_name,release_id,is_prerelease,asset_name,os_name,architecture,java_type,total_downloads
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-17.0.13+3,170456860,True,sapmachine-jdk-17.0.13-ea.3_macos-aarch64_bin.tar.gz,macos,aarch64,jdk,33
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-17.0.13+3,170456860,True,sapmachine-jdk-17.0.13-ea.3_macos-x64_bin-symbols.tar.gz,macos,x64,jdk,0
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-17.0.13+3,170456860,True,sapmachine-jdk-17.0.13-ea.3_macos-x64_bin.dmg,macos,x64,jdk,20
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-17.0.13+3,170456860,True,sapmachine-jdk-17.0.13-ea.3_macos-x64_bin.tar.gz,macos,x64,jdk,22
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-17.0.13+3,170456860,True,sapmachine-jdk-17.0.13-ea.3_windows-x64_bin-symbols.tar.gz,windows,x64,jdk,1
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-17.0.13+3,170456860,True,sapmachine-jdk-17.0.13-ea.3_windows-x64_bin.zip,windows,x64,jdk,22
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-17.0.13+3,170456860,True,sapmachine-jre-17.0.13-ea.3_linux-aarch64_bin.tar.gz,linux,aarch64,jre,19
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-17.0.13+3,170456860,True,sapmachine-jre-17.0.13-ea.3_linux-ppc64le_bin.tar.gz,linux,ppc64le,jre,20
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-17.0.13+3,170456860,True,sapmachine-jre-17.0.13-ea.3_linux-x64-musl_bin.tar.gz,linux,x64,jre,20
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-17.0.13+3,170456860,True,sapmachine-jre-17.0.13-ea.3_linux-x64_bin.tar.gz,linux,x64,jre,21
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-17.0.13+3,170456860,True,sapmachine-jre-17.0.13-ea.3_macos-aarch64_bin.dmg,macos,aarch64,jre,18
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-17.0.13+3,170456860,True,sapmachine-jre-17.0.13-ea.3_macos-aarch64_bin.tar.gz,macos,aarch64,jre,19
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-17.0.13+3,170456860,True,sapmachine-jre-17.0.13-ea.3_macos-x64_bin.dmg,macos,x64,jre,19
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-17.0.13+3,170456860,True,sapmachine-jre-17.0.13-ea.3_macos-x64_bin.tar.gz,macos,x64,jre,18
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-17.0.13+3,170456860,True,sapmachine-jre-17.0.13-ea.3_windows-x64_bin.zip,windows,x64,jre,21
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-11.0.25+3,170457718,True,sapmachine-jdk-11.0.25-ea.3_linux-aarch64_bin-symbols.tar.gz,linux,aarch64,jdk,0
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-11.0.25+3,170457718,True,sapmachine-jdk-11.0.25-ea.3_linux-aarch64_bin.tar.gz,linux,aarch64,jdk,20
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-11.0.25+3,170457718,True,sapmachine-jdk-11.0.25-ea.3_linux-ppc64le_bin-symbols.tar.gz,linux,ppc64le,jdk,0
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-11.0.25+3,170457718,True,sapmachine-jdk-11.0.25-ea.3_linux-ppc64le_bin.tar.gz,linux,ppc64le,jdk,18
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-11.0.25+3,170457718,True,sapmachine-jdk-11.0.25-ea.3_linux-x64_bin-symbols.tar.gz,linux,x64,jdk,0
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-11.0.25+3,170457718,True,sapmachine-jdk-11.0.25-ea.3_linux-x64_bin.tar.gz,linux,x64,jdk,28
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-11.0.25+3,170457718,True,sapmachine-jdk-11.0.25-ea.3_macos-aarch64_bin-symbols.tar.gz,macos,aarch64,jdk,0
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-11.0.25+3,170457718,True,sapmachine-jdk-11.0.25-ea.3_macos-aarch64_bin.dmg,macos,aarch64,jdk,18
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-11.0.25+3,170457718,True,sapmachine-jdk-11.0.25-ea.3_macos-aarch64_bin.tar.gz,macos,aarch64,jdk,21
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-11.0.25+3,170457718,True,sapmachine-jdk-11.0.25-ea.3_macos-x64_bin-symbols.tar.gz,macos,x64,jdk,0
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-11.0.25+3,170457718,True,sapmachine-jdk-11.0.25-ea.3_macos-x64_bin.dmg,macos,x64,jdk,20
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-11.0.25+3,170457718,True,sapmachine-jdk-11.0.25-ea.3_macos-x64_bin.tar.gz,macos,x64,jdk,20
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-11.0.25+3,170457718,True,sapmachine-jdk-11.0.25-ea.3_windows-x64_bin-symbols.tar.gz,windows,x64,jdk,0
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-11.0.25+3,170457718,True,sapmachine-jdk-11.0.25-ea.3_windows-x64_bin.zip,windows,x64,jdk,19
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-11.0.25+3,170457718,True,sapmachine-jre-11.0.25-ea.3_linux-aarch64_bin.tar.gz,linux,aarch64,jre,19
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-11.0.25+3,170457718,True,sapmachine-jre-11.0.25-ea.3_linux-ppc64le_bin.tar.gz,linux,ppc64le,jre,17
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-11.0.25+3,170457718,True,sapmachine-jre-11.0.25-ea.3_linux-x64_bin.tar.gz,linux,x64,jre,18
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-11.0.25+3,170457718,True,sapmachine-jre-11.0.25-ea.3_macos-aarch64_bin.dmg,macos,aarch64,jre,18
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-11.0.25+3,170457718,True,sapmachine-jre-11.0.25-ea.3_macos-aarch64_bin.tar.gz,macos,aarch64,jre,18
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-11.0.25+3,170457718,True,sapmachine-jre-11.0.25-ea.3_macos-x64_bin.dmg,macos,x64,jre,18
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-11.0.25+3,170457718,True,sapmachine-jre-11.0.25-ea.3_macos-x64_bin.tar.gz,macos,x64,jre,18
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-11.0.25+3,170457718,True,sapmachine-jre-11.0.25-ea.3_windows-x64_bin.zip,windows,x64,jre,20
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-24+10,169601134,True,sapmachine-jdk-24-ea.10_aix-ppc64_bin-symbols.tar.gz,,,jdk,0
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-24+10,169601134,True,sapmachine-jdk-24-ea.10_aix-ppc64_bin.tar.gz,,,jdk,31
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-24+10,169601134,True,sapmachine-jdk-24-ea.10_linux-aarch64_bin-symbols.tar.gz,linux,aarch64,jdk,0
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-24+10,169601134,True,sapmachine-jdk-24-ea.10_linux-aarch64_bin.tar.gz,linux,aarch64,jdk,42
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-24+10,169601134,True,sapmachine-jdk-24-ea.10_linux-ppc64le_bin-symbols.tar.gz,linux,ppc64le,jdk,0
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-24+10,169601134,True,sapmachine-jdk-24-ea.10_linux-ppc64le_bin.tar.gz,linux,ppc64le,jdk,46
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-24+10,169601134,True,sapmachine-jdk-24-ea.10_linux-x64-musl_bin-symbols.tar.gz,linux,x64,jdk,0
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-24+10,169601134,True,sapmachine-jdk-24-ea.10_linux-x64-musl_bin.tar.gz,linux,x64,jdk,44
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-24+10,169601134,True,sapmachine-jdk-24-ea.10_linux-x64_bin-symbols.tar.gz,linux,x64,jdk,0
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-24+10,169601134,True,sapmachine-jdk-24-ea.10_linux-x64_bin.tar.gz,linux,x64,jdk,46
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-24+10,169601134,True,sapmachine-jdk-24-ea.10_macos-aarch64_bin-symbols.tar.gz,macos,aarch64,jdk,0
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-24+10,169601134,True,sapmachine-jdk-24-ea.10_macos-aarch64_bin.dmg,macos,aarch64,jdk,45
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-24+10,169601134,True,sapmachine-jdk-24-ea.10_macos-aarch64_bin.tar.gz,macos,aarch64,jdk,45
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-24+10,169601134,True,sapmachine-jdk-24-ea.10_macos-x64_bin-symbols.tar.gz,macos,x64,jdk,0
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-24+10,169601134,True,sapmachine-jdk-24-ea.10_macos-x64_bin.dmg,macos,x64,jdk,44
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-24+10,169601134,True,sapmachine-jdk-24-ea.10_macos-x64_bin.tar.gz,macos,x64,jdk,42
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-24+10,169601134,True,sapmachine-jdk-24-ea.10_windows-x64_bin-symbols.tar.gz,windows,x64,jdk,0
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-24+10,169601134,True,sapmachine-jdk-24-ea.10_windows-x64_bin.zip,windows,x64,jdk,84
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-24+10,169601134,True,sapmachine-jre-24-ea.10_aix-ppc64_bin.tar.gz,,,jre,30
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-24+10,169601134,True,sapmachine-jre-24-ea.10_linux-aarch64_bin.tar.gz,linux,aarch64,jre,41
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-24+10,169601134,True,sapmachine-jre-24-ea.10_linux-ppc64le_bin.tar.gz,linux,ppc64le,jre,43
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-24+10,169601134,True,sapmachine-jre-24-ea.10_linux-x64-musl_bin.tar.gz,linux,x64,jre,44
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-24+10,169601134,True,sapmachine-jre-24-ea.10_linux-x64_bin.tar.gz,linux,x64,jre,44
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-24+10,169601134,True,sapmachine-jre-24-ea.10_macos-aarch64_bin.dmg,macos,aarch64,jre,42
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-24+10,169601134,True,sapmachine-jre-24-ea.10_macos-aarch64_bin.tar.gz,macos,aarch64,jre,41
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-24+10,169601134,True,sapmachine-jre-24-ea.10_macos-x64_bin.dmg,macos,x64,jre,42
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-24+10,169601134,True,sapmachine-jre-24-ea.10_macos-x64_bin.tar.gz,macos,x64,jre,41
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-24+10,169601134,True,sapmachine-jre-24-ea.10_windows-x64_bin.zip,windows,x64,jre,43
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-23+36,169601204,True,sapmachine-jdk-23-ea.36_aix-ppc64_bin-symbols.tar.gz,,,jdk,0
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-23+36,169601204,True,sapmachine-jdk-23-ea.36_aix-ppc64_bin.tar.gz,,,jdk,29
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-23+36,169601204,True,sapmachine-jdk-23-ea.36_linux-aarch64_bin-symbols.tar.gz,linux,aarch64,jdk,0
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-23+36,169601204,True,sapmachine-jdk-23-ea.36_linux-aarch64_bin.tar.gz,linux,aarch64,jdk,42
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-23+36,169601204,True,sapmachine-jdk-23-ea.36_linux-ppc64le_bin-symbols.tar.gz,linux,ppc64le,jdk,0
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-23+36,169601204,True,sapmachine-jdk-23-ea.36_linux-ppc64le_bin.tar.gz,linux,ppc64le,jdk,44
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-23+36,169601204,True,sapmachine-jdk-23-ea.36_linux-x64-musl_bin-symbols.tar.gz,linux,x64,jdk,0
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-23+36,169601204,True,sapmachine-jdk-23-ea.36_linux-x64-musl_bin.tar.gz,linux,x64,jdk,44
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-23+36,169601204,True,sapmachine-jdk-23-ea.36_linux-x64_bin-symbols.tar.gz,linux,x64,jdk,0
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-23+36,169601204,True,sapmachine-jdk-23-ea.36_linux-x64_bin.tar.gz,linux,x64,jdk,44
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-23+36,169601204,True,sapmachine-jdk-23-ea.36_macos-aarch64_bin-symbols.tar.gz,macos,aarch64,jdk,0
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-23+36,169601204,True,sapmachine-jdk-23-ea.36_macos-aarch64_bin.dmg,macos,aarch64,jdk,45
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-23+36,169601204,True,sapmachine-jdk-23-ea.36_macos-aarch64_bin.tar.gz,macos,aarch64,jdk,42
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-23+36,169601204,True,sapmachine-jdk-23-ea.36_macos-x64_bin-symbols.tar.gz,macos,x64,jdk,0
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-23+36,169601204,True,sapmachine-jdk-23-ea.36_macos-x64_bin.dmg,macos,x64,jdk,42
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-23+36,169601204,True,sapmachine-jdk-23-ea.36_macos-x64_bin.tar.gz,macos,x64,jdk,45
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-23+36,169601204,True,sapmachine-jdk-23-ea.36_windows-x64_bin-symbols.tar.gz,windows,x64,jdk,0
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-23+36,169601204,True,sapmachine-jdk-23-ea.36_windows-x64_bin.zip,windows,x64,jdk,42
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-23+36,169601204,True,sapmachine-jre-23-ea.36_aix-ppc64_bin.tar.gz,,,jre,30
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-23+36,169601204,True,sapmachine-jre-23-ea.36_linux-aarch64_bin.tar.gz,linux,aarch64,jre,42
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-23+36,169601204,True,sapmachine-jre-23-ea.36_linux-ppc64le_bin.tar.gz,linux,ppc64le,jre,42
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-23+36,169601204,True,sapmachine-jre-23-ea.36_linux-x64-musl_bin.tar.gz,linux,x64,jre,44
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-23+36,169601204,True,sapmachine-jre-23-ea.36_linux-x64_bin.tar.gz,linux,x64,jre,44
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-23+36,169601204,True,sapmachine-jre-23-ea.36_macos-aarch64_bin.dmg,macos,aarch64,jre,42
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-23+36,169601204,True,sapmachine-jre-23-ea.36_macos-aarch64_bin.tar.gz,macos,aarch64,jre,44
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-23+36,169601204,True,sapmachine-jre-23-ea.36_macos-x64_bin.dmg,macos,x64,jre,43
03e97898-b477-4a08-bf7e-507f1a94bdf3,2024-08-19 16:06:19,sapmachine-23+36,169601204,True,sapmachine-jre-23-ea.36_macos-x64_bin.tar.gz,macos,x64,jre,44
